Byte pair, Frequency
(272, 335), -> [2]
(307, 289), -> [3]
(313, 112), -> [1]
(289, 104), -> [4]
(109, 342), -> [2]
(264, 290), -> [3]
(297, 307), -> [4]
(99, 265), -> [3]
(261, 258), -> [6]
(258, 285), -> [1]
(258, 119), -> [1]
(274, 295), -> [3]
(295, 111), -> [2]
(342, 121), -> [6]
(287, 108), -> [3]
(77, 260), -> [2]
(118, 118), -> [2]
(301, 309), -> [3]
(261, 256), -> [2]
(332, 289), -> [1]
(266, 122), -> [2]
(122, 97), -> [8]
(336, 256), -> [1]
(266, 269), -> [1]
(100, 258), -> [7]
(46, 69), -> [1]
(46, 73), -> [1]
(289, 298), -> [1]
(333, 283), -> [5]
(349, 341), -> [2]
(107, 107), -> [2]
(301, 115), -> [7]
(276, 114), -> [1]
(69, 108), -> [14]
(318, 100), -> [1]
(267, 84), -> [2]
(38, 84), -> [2]
(260, 287), -> [3]
(320, 121), -> [2]
(121, 286), -> [1]
(83, 111), -> [4]
(85, 112), -> [13]
(351, 291), -> [5]
(331, 265), -> [1]
(265, 336), -> [3]
(291, 101), -> [2]
(276, 260), -> [1]
(100, 118), -> [3]
(76, 71), -> [5]
(71, 66), -> [5]
(66, 84), -> [5]
(69, 113), -> [4]
(322, 105), -> [1]
(100, 80), -> [1]
(321, 89), -> [4]
(89, 67), -> [3]
(119, 269), -> [3]
(103, 280), -> [1]
(262, 117), -> [3]
(322, 103), -> [3]
(71, 76), -> [3]
(76, 65), -> [3]
(65, 68), -> [3]
(321, 65), -> [1]
(65, 67), -> [1]
(67, 80), -> [1]
(102, 290), -> [1]
(297, 287), -> [8]
(291, 351), -> [3]
(102, 260), -> [1]
(283, 101), -> [6]
(349, 263), -> [2]
(263, 99), -> [1]
(311, 263), -> [2]
(314, 105), -> [7]
(109, 269), -> [5]
(111, 288), -> [8]
(288, 286), -> [5]
(347, 352), -> [1]
(102, 111), -> [4]
(278, 270), -> [8]
(266, 104), -> [1]
(69, 272), -> [1]
(274, 104), -> [2]
(346, 287), -> [3]
(112, 307), -> [4]
(111, 83), -> [1]
(83, 288), -> [1]
(71, 262), -> [1]
(320, 288), -> [17]
(264, 256), -> [5]
(101, 262), -> [2]
(260, 307), -> [3]
(73, 111), -> [2]
(306, 266), -> [1]
(314, 66), -> [12]
(66, 67), -> [20]
(32, 194), -> [1]
(194, 163), -> [1]
(264, 121), -> [4]
(333, 263), -> [1]
(98, 290), -> [4]
(102, 335), -> [5]
(310, 290), -> [1]
(111, 289), -> [10]
(114, 270), -> [2]
(265, 118), -> [6]
(262, 353), -> [2]
(280, 109), -> [1]
(102, 97), -> [2]
(301, 101), -> [12]
(299, 108), -> [2]
(335, 291), -> [1]
(85, 78), -> [2]
(78, 73), -> [2]
(73, 67), -> [2]
(67, 69), -> [2]
(69, 70), -> [2]
(105, 67), -> [2]
(265, 289), -> [7]
(274, 289), -> [5]
(116, 308), -> [8]
(82, 262), -> [2]
(272, 288), -> [1]
(288, 97), -> [2]
(54, 257), -> [1]
(75, 289), -> [1]
(335, 280), -> [1]
(121, 102), -> [3]
(260, 295), -> [1]
(258, 289), -> [6]
(267, 98), -> [10]
(321, 283), -> [3]
(80, 333), -> [4]
(77, 105), -> [8]
(67, 287), -> [4]
(68, 111), -> [2]
(32, 226), -> [58]
(101, 289), -> [8]
(45, 102), -> [2]
(309, 84), -> [2]
(267, 82), -> [4]
(101, 271), -> [2]
(148, 262), -> [1]
(286, 115), -> [2]
(115, 114), -> [2]
(256, 108), -> [4]
(77, 280), -> [22]
(32, 39), -> [160]
(39, 292), -> [43]
(346, 269), -> [9]
(74, 117), -> [74]
(321, 97), -> [8]
(34, 58), -> [1]
(324, 101), -> [5]
(75, 280), -> [2]
(100, 259), -> [1]
(259, 98), -> [1]
(32, 113), -> [2]
(83, 109), -> [2]
(309, 301), -> [1]
(45, 77), -> [4]
(97, 101), -> [13]
(86, 97), -> [4]
(100, 269), -> [1]
(104, 342), -> [4]
(258, 307), -> [3]
(110, 113), -> [1]
(45, 71), -> [2]
(76, 308), -> [1]
(267, 80), -> [1]
(321, 69), -> [1]
(69, 87), -> [1]
(87, 83), -> [1]
(311, 353), -> [1]
(97, 287), -> [1]
(314, 82), -> [2]
(307, 288), -> [3]
(97, 97), -> [2]
(115, 113), -> [5]
(39, 109), -> [3]
(85, 104), -> [1]
(354, 287), -> [1]
(287, 122), -> [2]
(297, 290), -> [3]
(110, 290), -> [2]
(78, 351), -> [83]
(303, 117), -> [4]
(354, 262), -> [6]
(345, 270), -> [5]
(346, 260), -> [1]
(346, 67), -> [1]
(65, 85), -> [1]
(65, 112), -> [30]
(99, 80), -> [1]
(267, 347), -> [7]
(258, 270), -> [2]
(39, 44), -> [1]
(280, 111), -> [1]
(354, 341), -> [2]
(341, 119), -> [1]
(120, 121), -> [1]
(32, 58), -> [9]
(41, 292), -> [17]
(269, 310), -> [2]
(324, 105), -> [6]
(341, 290), -> [3]
(102, 195), -> [1]
(309, 270), -> [1]
(270, 256), -> [1]
(75, 117), -> [1]
(256, 259), -> [3]
(321, 74), -> [1]
(74, 266), -> [29]
(88, 67), -> [1]
(67, 76), -> [3]
(76, 85), -> [1]
(73, 86), -> [1]
(86, 69), -> [1]
(68, 121), -> [1]
(32, 283), -> [1]
(335, 78), -> [1]
(99, 118), -> [1]
(45, 82), -> [7]
(82, 74), -> [1]
(74, 83), -> [1]
(80, 68), -> [4]
(68, 70), -> [4]
(321, 66), -> [1]
(86, 307), -> [2]
(72, 111), -> [21]
(259, 109), -> [11]
(321, 266), -> [3]
(86, 266), -> [6]
(266, 335), -> [3]
(108, 288), -> [2]
(264, 298), -> [5]
(75, 111), -> [1]
(45, 87), -> [4]
(87, 270), -> [2]
(97, 263), -> [1]
(101, 76), -> [1]
(262, 113), -> [3]
(117, 256), -> [3]
(314, 310), -> [10]
(86, 72), -> [3]
(112, 107), -> [1]
(314, 290), -> [7]
(86, 290), -> [4]
(346, 262), -> [3]
(333, 290), -> [6]
(290, 98), -> [6]
(90, 97), -> [7]
(39, 77), -> [6]
(119, 98), -> [3]
(297, 342), -> [12]
(67, 68), -> [2]
(77, 82), -> [1]
(301, 77), -> [2]
(67, 104), -> [3]
(115, 100), -> [2]
(335, 97), -> [3]
(105, 84), -> [2]
(87, 269), -> [1]
(66, 114), -> [5]
(346, 259), -> [24]
(267, 67), -> [3]
(67, 77), -> [4]
(265, 302), -> [1]
(256, 119), -> [1]
(274, 309), -> [5]
(104, 272), -> [1]
(297, 288), -> [4]
(80, 101), -> [25]
(82, 336), -> [1]
(83, 99), -> [3]
(342, 97), -> [4]
(267, 107), -> [1]
(72, 266), -> [1]
(79, 98), -> [2]
(111, 81), -> [1]
(45, 89), -> [2]
(267, 121), -> [1]
(297, 114), -> [1]
(116, 342), -> [1]
(89, 97), -> [5]
(324, 342), -> [1]
(297, 83), -> [2]
(83, 78), -> [3]
(78, 66), -> [2]
(86, 77), -> [7]
(75, 121), -> [4]
(297, 291), -> [1]
(339, 335), -> [2]
(335, 122), -> [1]
(339, 288), -> [3]
(66, 342), -> [9]
(102, 109), -> [4]
(352, 110), -> [5]
(74, 111), -> [1]
(278, 269), -> [5]
(46, 59), -> [1]
(264, 105), -> [10]
(256, 98), -> [3]
(264, 280), -> [9]
(266, 307), -> [5]
(79, 77), -> [2]
(67, 83), -> [1]
(39, 33), -> [1]
(33, 292), -> [4]
(310, 107), -> [2]
(82, 291), -> [1]
(291, 315), -> [1]
(346, 263), -> [3]
(83, 287), -> [1]
(80, 105), -> [2]
(117, 262), -> [1]
(264, 283), -> [5]
(71, 82), -> [3]
(82, 65), -> [6]
(65, 77), -> [4]
(77, 77), -> [4]
(77, 89), -> [3]
(89, 115), -> [1]
(70, 342), -> [1]
(321, 83), -> [2]
(83, 65), -> [16]
(65, 73), -> [7]
(264, 109), -> [5]
(256, 112), -> [4]
(105, 310), -> [2]
(320, 101), -> [5]
(33, 46), -> [2]
(320, 66), -> [4]
(66, 83), -> [2]
(321, 288), -> [4]
(121, 119), -> [6]
(87, 288), -> [1]
(114, 113), -> [1]
(347, 105), -> [1]
(261, 300), -> [1]
(318, 99), -> [2]
(72, 117), -> [2]
(78, 288), -> [1]
(46, 258), -> [1]
(111, 273), -> [1]
(112, 72), -> [1]
(112, 68), -> [1]
(68, 88), -> [1]
(287, 288), -> [1]
(67, 269), -> [1]
(226, 132), -> [1]
(132, 162), -> [1]
(58, 10), -> [6]
(128, 162), -> [20]
(101, 273), -> [5]
(273, 115), -> [5]
(308, 121), -> [4]
(39, 58), -> [11]
(266, 262), -> [1]
(45, 79), -> [2]
(65, 103), -> [2]
(281, 39), -> [8]
(290, 119), -> [1]
(101, 286), -> [5]
(83, 283), -> [1]
(46, 75), -> [2]
(111, 352), -> [2]
(102, 80), -> [4]
(286, 108), -> [1]
(78, 83), -> [1]
(346, 114), -> [1]
(67, 309), -> [5]
(102, 270), -> [2]
(263, 105), -> [5]
(310, 113), -> [1]
(272, 347), -> [1]
(314, 262), -> [4]
(102, 272), -> [2]
(117, 283), -> [1]
(266, 102), -> [2]
(342, 265), -> [1]
(273, 301), -> [1]
(351, 289), -> [5]
(108, 122), -> [1]
(310, 99), -> [1]
(274, 290), -> [1]
(99, 195), -> [1]
(345, 266), -> [4]
(90, 111), -> [3]
(87, 287), -> [6]
(264, 310), -> [3]
(67, 266), -> [1]
(345, 265), -> [6]
(263, 101), -> [2]
(110, 338), -> [1]
(120, 115), -> [1]
(45, 69), -> [13]
(324, 258), -> [1]
(274, 291), -> [6]
(76, 283), -> [6]
(269, 112), -> [1]
(114, 347), -> [1]
(75, 287), -> [11]
(287, 121), -> [3]
(262, 122), -> [1]
(269, 260), -> [1]
(87, 114), -> [1]
(354, 335), -> [5]
(262, 272), -> [8]
(45, 75), -> [1]
(99, 308), -> [1]
(258, 269), -> [1]
(119, 352), -> [1]
(34, 292), -> [5]
(84, 288), -> [1]
(276, 325), -> [1]
(325, 352), -> [3]
(335, 266), -> [3]
(345, 325), -> [2]
(339, 287), -> [4]
(79, 104), -> [1]
(73, 114), -> [2]
(114, 118), -> [4]
(76, 260), -> [2]
(273, 112), -> [1]
(324, 291), -> [2]
(44, 39), -> [6]
(318, 270), -> [1]
(321, 117), -> [4]
(76, 87), -> [1]
(87, 89), -> [1]
(89, 77), -> [1]
(77, 68), -> [2]
(73, 82), -> [1]
(73, 270), -> [3]
(78, 90), -> [1]
(321, 90), -> [1]
(320, 341), -> [1]
(345, 313), -> [8]
(79, 108), -> [8]
(99, 68), -> [2]
(68, 256), -> [2]
(274, 117), -> [3]
(256, 286), -> [2]
(83, 117), -> [1]
(290, 286), -> [1]
(267, 102), -> [1]
(46, 83), -> [6]
(45, 85), -> [1]
(274, 287), -> [1]
(353, 122), -> [1]
(122, 107), -> [1]
(107, 111), -> [5]
(82, 288), -> [1]
(33, 39), -> [2]
(73, 70), -> [5]
(70, 80), -> [3]
(80, 73), -> [3]
(270, 117), -> [2]
(264, 113), -> [1]
(114, 109), -> [1]
(108, 333), -> [3]
(82, 310), -> [7]
(279, 111), -> [4]
(274, 266), -> [10]
(283, 102), -> [2]
(262, 298), -> [3]
(321, 77), -> [8]
(116, 107), -> [4]
(346, 309), -> [1]
(107, 100), -> [1]
(65, 265), -> [2]
(320, 263), -> [1]
(263, 109), -> [2]
(103, 307), -> [1]
(333, 336), -> [1]
(295, 116), -> [5]
(264, 110), -> [5]
(318, 110), -> [2]
(297, 82), -> [1]
(274, 307), -> [1]
(307, 285), -> [1]
(297, 73), -> [1]
(41, 39), -> [6]
(67, 108), -> [2]
(353, 107), -> [2]
(66, 333), -> [2]
(106, 97), -> [1]
(320, 258), -> [1]
(258, 266), -> [2]
(321, 259), -> [2]
(289, 256), -> [3]
(76, 298), -> [1]
(267, 272), -> [1]
(283, 270), -> [2]
(72, 309), -> [3]
(45, 76), -> [2]
(111, 287), -> [1]
(121, 114), -> [1]
(85, 108), -> [1]
(269, 336), -> [1]
(336, 280), -> [1]
(280, 103), -> [1]
(340, 290), -> [1]
(320, 78), -> [4]
(77, 258), -> [2]
(267, 66), -> [3]
(280, 108), -> [2]
(111, 263), -> [1]
(72, 65), -> [1]
(73, 77), -> [5]
(119, 347), -> [3]
(102, 106), -> [1]
(106, 266), -> [1]
(280, 116), -> [1]
(289, 110), -> [2]
(79, 115), -> [2]
(85, 116), -> [1]
(97, 66), -> [1]
(300, 109), -> [1]
(97, 273), -> [1]
(318, 119), -> [1]
(282, 105), -> [1]
(105, 336), -> [2]
(80, 336), -> [2]
(121, 107), -> [2]
(286, 352), -> [1]
(109, 99), -> [1]
(99, 122), -> [2]
(122, 121), -> [2]
(256, 310), -> [1]
(46, 41), -> [1]
(84, 114), -> [1]
(82, 266), -> [1]
(117, 307), -> [1]
(78, 78), -> [5]
(65, 71), -> [2]
(65, 70), -> [1]
(70, 84), -> [2]
(84, 82), -> [2]
(287, 291), -> [2]
(267, 79), -> [2]
(79, 76), -> [2]
(337, 353), -> [1]
(353, 263), -> [2]
(272, 338), -> [2]
(67, 97), -> [1]
(110, 83), -> [3]
(324, 290), -> [1]
(321, 70), -> [1]
(70, 76), -> [1]
(102, 333), -> [1]
(69, 101), -> [1]
(270, 309), -> [1]
(307, 295), -> [1]
(41, 58), -> [5]
(67, 73), -> [2]
(99, 78), -> [5]
(78, 117), -> [5]
(103, 263), -> [3]
(256, 262), -> [2]
(70, 114), -> [1]
(298, 121), -> [2]
(86, 117), -> [5]
(307, 263), -> [2]
(80, 353), -> [1]
(86, 101), -> [3]
(354, 121), -> [3]
(264, 347), -> [1]
(347, 101), -> [2]
(290, 122), -> [5]
(122, 266), -> [5]
(320, 351), -> [5]
(337, 112), -> [3]
(101, 67), -> [3]
(308, 114), -> [1]
(75, 307), -> [2]
(75, 258), -> [4]
(110, 104), -> [2]
(97, 286), -> [2]
(333, 104), -> [1]
(288, 115), -> [1]
(67, 258), -> [2]
(46, 86), -> [1]
(288, 262), -> [1]
(278, 287), -> [1]
(98, 288), -> [1]
(105, 72), -> [1]
(72, 101), -> [1]
(116, 82), -> [1]
(82, 97), -> [1]
(69, 103), -> [3]
(339, 260), -> [1]
(118, 341), -> [2]
(122, 283), -> [1]
(258, 272), -> [1]
(262, 107), -> [1]
(265, 347), -> [1]
(324, 289), -> [1]
(301, 116), -> [1]
(339, 269), -> [1]
(45, 67), -> [2]
(119, 102), -> [1]
(70, 333), -> [1]
(260, 288), -> [1]
(99, 333), -> [2]
(89, 117), -> [1]
(77, 307), -> [2]
(270, 97), -> [1]
(76, 336), -> [2]
(103, 336), -> [3]
(97, 342), -> [1]
(342, 287), -> [1]
(288, 258), -> [2]
(84, 290), -> [1]
(346, 290), -> [1]
(63, 41), -> [1]
(263, 262), -> [1]
(86, 342), -> [2]
(67, 351), -> [1]
(345, 298), -> [3]
(148, 308), -> [1]
(278, 259), -> [2]
(259, 353), -> [1]
(264, 353), -> [2]
(353, 266), -> [1]
(78, 77), -> [2]
(77, 80), -> [2]
(80, 65), -> [1]
(278, 73), -> [4]
(84, 307), -> [1]
(318, 97), -> [1]
(346, 97), -> [3]
(79, 67), -> [2]
(76, 67), -> [2]
(335, 309), -> [2]
(256, 283), -> [2]
(111, 265), -> [1]
(110, 98), -> [1]
(103, 287), -> [1]
(278, 121), -> [2]
(84, 65), -> [3]
(65, 89), -> [1]
(89, 76), -> [1]
(76, 79), -> [1]
(79, 82), -> [1]
(264, 87), -> [1]
(87, 73), -> [1]
(39, 83), -> [1]
(274, 69), -> [2]
(80, 85), -> [1]
(85, 84), -> [2]
(84, 73), -> [1]
(73, 79), -> [1]
(79, 78), -> [1]
(278, 79), -> [1]
(79, 85), -> [1]
(85, 82), -> [1]
(73, 83), -> [8]
(80, 79), -> [1]
(79, 80), -> [2]
(278, 82), -> [1]
(73, 85), -> [1]
(85, 77), -> [1]
(80, 72), -> [1]
(341, 101), -> [1]
(39, 67), -> [3]
(115, 259), -> [3]
(122, 108), -> [1]
(115, 265), -> [2]
(101, 86), -> [1]
(100, 342), -> [1]
(46, 39), -> [2]
(306, 110), -> [1]
(281, 34), -> [1]
(274, 335), -> [1]
(335, 323), -> [1]
(119, 103), -> [1]
(111, 256), -> [1]
(89, 283), -> [1]
(195, 177), -> [1]
(177, 97), -> [1]
(70, 70), -> [2]
(79, 70), -> [1]
(70, 83), -> [1]
(83, 84), -> [1]
(71, 69), -> [1]
(105, 296), -> [1]
(339, 309), -> [1]
(278, 262), -> [4]
(345, 336), -> [2]
(104, 338), -> [2]
(297, 298), -> [2]
(85, 302), -> [1]
(111, 296), -> [1]
(296, 102), -> [1]
(77, 111), -> [4]
(114, 102), -> [1]
(90, 291), -> [1]
(291, 108), -> [1]
(336, 112), -> [1]
(34, 74), -> [1]
(108, 338), -> [1]
(270, 260), -> [3]
(260, 108), -> [1]
(308, 256), -> [3]
(75, 84), -> [1]
(82, 75), -> [1]
(99, 335), -> [1]
(273, 272), -> [1]
(46, 97), -> [1]
(73, 84), -> [1]
(84, 115), -> [1]
(308, 347), -> [4]
(76, 265), -> [4]
(77, 336), -> [1]
(70, 291), -> [4]
(331, 335), -> [1]
(65, 263), -> [1]
(34, 84), -> [1]
(120, 111), -> [1]
(79, 119), -> [2]
(45, 68), -> [2]
(68, 280), -> [2]
(32, 64), -> [3]
(341, 285), -> [1]
(32, 35), -> [2]
(301, 110), -> [1]
(88, 308), -> [1]
(289, 347), -> [1]
(65, 270), -> [1]
(89, 289), -> [1]
(63, 39), -> [1]
(68, 298), -> [2]
(99, 73), -> [2]
(121, 333), -> [2]
(147, 78), -> [1]
(110, 352), -> [1]
(267, 104), -> [2]
(108, 103), -> [2]
(103, 270), -> [2]
(74, 290), -> [1]
(68, 119), -> [1]
(71, 280), -> [1]
(280, 347), -> [2]
(281, 35), -> [1]
(75, 104), -> [2]
(119, 122), -> [1]
(256, 263), -> [1]
(274, 298), -> [1]
(69, 336), -> [1]
(336, 121), -> [1]
(112, 272), -> [1]
(260, 111), -> [1]
(73, 107), -> [1]
(97, 195), -> [1]
(195, 173), -> [1]
(173, 115), -> [1]
(264, 308), -> [1]
(262, 341), -> [1]
(100, 122), -> [1]
(115, 280), -> [1]
(282, 262), -> [1]
(86, 259), -> [1]
(107, 270), -> [1]
(99, 113), -> [1]
(67, 101), -> [2]
(83, 83), -> [1]
(116, 112), -> [2]
(32, 45), -> [1]
(266, 283), -> [1]
(287, 290), -> [2]
(324, 283), -> [1]
(290, 335), -> [1]
(77, 266), -> [1]
(318, 333), -> [2]
(68, 283), -> [1]
(278, 266), -> [2]
(110, 291), -> [1]
(71, 258), -> [1]
(73, 266), -> [1]
(260, 109), -> [1]
(259, 338), -> [1]
(83, 269), -> [1]
(82, 111), -> [1]
(110, 120), -> [1]
(269, 114), -> [1]
(258, 347), -> [1]
(77, 351), -> [1]
(262, 335), -> [1]
(89, 80), -> [1]
(340, 260), -> [1]
(266, 68), -> [1]
(256, 87), -> [1]
(87, 256), -> [1]
(75, 291), -> [1]
(307, 290), -> [2]
(320, 256), -> [1]
(264, 107), -> [1]
(82, 295), -> [1]
(73, 336), -> [1]
(104, 347), -> [4]
(66, 270), -> [2]
(75, 342), -> [1]
(117, 122), -> [1]
(122, 347), -> [1]
(278, 83), -> [1]
(268, 258), -> [1]
(276, 308), -> [1]
(308, 288), -> [1]
(78, 69), -> [1]
(69, 84), -> [1]
(274, 265), -> [1]
(89, 111), -> [1]
(71, 259), -> [2]
(121, 285), -> [1]
(336, 107), -> [1]
(105, 119), -> [1]
(262, 108), -> [1]
(321, 72), -> [1]
(72, 76), -> [1]
(288, 195), -> [1]
(195, 161), -> [1]
(161, 115), -> [1]
(65, 98), -> [2]
(278, 256), -> [2]
(320, 290), -> [1]
(115, 353), -> [1]
(115, 103), -> [1]
(336, 117), -> [1]
(72, 97), -> [1]
(84, 81), -> [2]
(342, 115), -> [1]
(283, 260), -> [1]
(347, 266), -> [1]
(266, 295), -> [1]
(301, 287), -> [1]
(283, 262), -> [1]
(118, 262), -> [1]
(309, 285), -> [1]
(100, 112), -> [1]
(79, 105), -> [1]
(117, 104), -> [1]
(76, 287), -> [2]
(314, 266), -> [2]
(267, 263), -> [1]
(339, 291), -> [1]
(263, 289), -> [1]
(107, 102), -> [1]
(339, 270), -> [1]
(289, 97), -> [1]
(75, 259), -> [1]
(259, 347), -> [1]
(90, 265), -> [1]
(32, 46), -> [1]
(281, 36), -> [1]
(86, 335), -> [2]
(264, 266), -> [1]
(34, 334), -> [1]
(274, 84), -> [1]
(84, 84), -> [1]
(84, 78), -> [1]
(279, 295), -> [1]
(68, 307), -> [1]
(337, 260), -> [1]
(314, 280), -> [1]
(320, 72), -> [1]
(72, 79), -> [1]
(354, 280), -> [1]
(258, 262), -> [1]
(68, 115), -> [1]
(73, 78), -> [3]
(78, 68), -> [1]
(274, 65), -> [1]
(331, 116), -> [1]
(58, 47), -> [1]
(47, 47), -> [1]
(47, 111), -> [1]
(111, 69), -> [1]
(66, 86), -> [1]
(86, 110), -> [1]
(110, 78), -> [1]
(78, 74), -> [1]
(349, 336), -> [1]
(71, 288), -> [1]
(67, 335), -> [1]
(46, 312), -> [3]
(260, 103), -> [2]
(83, 66), -> [6]
(66, 78), -> [6]
(65, 333), -> [1]
(73, 100), -> [1]
(79, 120), -> [3]
(120, 102), -> [3]
(354, 308), -> [1]
(308, 98), -> [1]
(74, 101), -> [1]
(77, 99), -> [2]
(323, 289), -> [1]
(265, 287), -> [1]
(47, 99), -> [1]
(47, 116), -> [1]
(116, 99), -> [1]
(97, 279), -> [1]
(287, 309), -> [1]
(83, 108), -> [1]
(68, 287), -> [1]
(68, 98), -> [1]
(307, 66), -> [1]
(259, 122), -> [1]
(118, 116), -> [5]
(115, 76), -> [1]
(115, 65), -> [24]
(101, 65), -> [2]
(97, 65), -> [1]
(289, 65), -> [4]
(116, 65), -> [4]
(115, 66), -> [3]
(115, 67), -> [3]
(97, 67), -> [2]
(115, 70), -> [3]
(289, 70), -> [1]
(97, 70), -> [1]
(101, 71), -> [1]
(115, 71), -> [1]
(97, 71), -> [1]
(101, 77), -> [1]
(69, 117), -> [1]
(115, 77), -> [1]
(115, 78), -> [1]
(115, 80), -> [1]
(97, 80), -> [2]
(101, 80), -> [1]
(115, 82), -> [2]
(97, 82), -> [1]
(101, 82), -> [1]
(115, 83), -> [3]
(97, 83), -> [1]
(101, 83), -> [2]
(83, 121), -> [1]
(115, 84), -> [1]
(265, 85), -> [1]
(66, 269), -> [1]
(84, 67), -> [1]
(320, 333), -> [1]
(76, 307), -> [1]
(344, 280), -> [1]
(353, 295), -> [1]
(307, 121), -> [2]
(194, 174), -> [1]
(46, 44), -> [1]
(121, 65), -> [1]
(97, 68), -> [1]
(116, 68), -> [1]
(116, 77), -> [1]
(338, 80), -> [1]
(97, 87), -> [1]
