Byte pair, Frequency
(53, 56), -> [19]
(53, 57), -> [20]
(331, 112), -> [7]
(290, 115), -> [22]
(273, 348), -> [7]
(275, 111), -> [2]
(99, 266), -> [26]
(115, 39), -> [34]
(55, 257), -> [9]
(267, 111), -> [3]
(101, 291), -> [9]
(291, 103), -> [18]
(116, 44), -> [6]
(91, 54), -> [21]
(54, 48), -> [18]
(101, 121), -> [33]
(121, 44), -> [5]
(54, 49), -> [20]
(319, 84), -> [3]
(343, 341), -> [1]
(54, 50), -> [18]
(119, 279), -> [27]
(279, 109), -> [3]
(108, 298), -> [7]
(298, 112), -> [2]
(349, 102), -> [10]
(283, 311), -> [2]
(116, 259), -> [15]
(288, 320), -> [3]
(262, 323), -> [10]
(288, 78), -> [7]
(65, 115), -> [43]
(264, 344), -> [6]
(344, 83), -> [14]
(278, 47), -> [5]
(47, 316), -> [5]
(260, 263), -> [20]
(286, 296), -> [5]
(288, 121), -> [6]
(279, 103), -> [2]
(290, 288), -> [1]
(288, 298), -> [1]
(54, 51), -> [12]
(275, 67), -> [11]
(72, 322), -> [2]
(322, 122), -> [2]
(122, 279), -> [6]
(66, 310), -> [40]
(32, 316), -> [20]
(339, 44), -> [5]
(54, 52), -> [10]
(93, 288), -> [6]
(288, 65), -> [5]
(273, 351), -> [23]
(351, 67), -> [20]
(70, 293), -> [15]
(256, 86), -> [6]
(54, 53), -> [8]
(275, 65), -> [9]
(118, 322), -> [6]
(322, 116), -> [7]
(273, 70), -> [10]
(264, 291), -> [8]
(54, 54), -> [10]
(110, 286), -> [14]
(286, 263), -> [29]
(263, 347), -> [15]
(275, 53), -> [6]
(48, 267), -> [2]
(110, 117), -> [21]
(292, 71), -> [8]
(54, 55), -> [10]
(103, 97), -> [27]
(263, 91), -> [2]
(54, 56), -> [8]
(98, 295), -> [5]
(295, 102), -> [3]
(296, 272), -> [6]
(74, 111), -> [60]
(111, 256), -> [16]
(256, 74), -> [6]
(74, 264), -> [14]
(54, 57), -> [9]
(91, 55), -> [5]
(55, 48), -> [11]
(56, 226), -> [3]
(48, 58), -> [4]
(48, 57), -> [68]
(57, 10), -> [1]
(105, 278), -> [9]
(351, 72), -> [6]
(72, 270), -> [10]
(270, 110), -> [33]
(116, 270), -> [31]
(97, 58), -> [7]
(354, 77), -> [14]
(77, 346), -> [15]
(346, 105), -> [15]
(258, 338), -> [5]
(288, 102), -> [7]
(319, 119), -> [18]
(283, 105), -> [3]
(100, 116), -> [10]
(107, 341), -> [7]
(55, 49), -> [9]
(55, 50), -> [10]
(342, 264), -> [15]
(258, 339), -> [4]
(279, 78), -> [2]
(78, 346), -> [222]
(346, 314), -> [221]
(49, 269), -> [31]
(78, 291), -> [5]
(291, 267), -> [6]
(55, 51), -> [11]
(319, 263), -> [4]
(55, 52), -> [11]
(67, 265), -> [17]
(99, 262), -> [29]
(262, 108), -> [11]
(344, 104), -> [6]
(319, 118), -> [3]
(118, 117), -> [3]
(108, 110), -> [3]
(110, 278), -> [32]
(352, 111), -> [5]
(55, 53), -> [9]
(327, 70), -> [7]
(57, 58), -> [2]
(72, 291), -> [6]
(34, 70), -> [7]
(290, 34), -> [4]
(115, 300), -> [81]
(300, 354), -> [106]
(260, 279), -> [3]
(275, 66), -> [18]
(319, 110), -> [5]
(55, 54), -> [10]
(352, 305), -> [3]
(344, 80), -> [4]
(262, 284), -> [8]
(55, 55), -> [10]
(353, 344), -> [2]
(45, 284), -> [3]
(287, 116), -> [5]
(111, 44), -> [3]
(55, 56), -> [16]
(344, 274), -> [2]
(108, 45), -> [2]
(55, 57), -> [13]
(45, 49), -> [13]
(32, 290), -> [5]
(290, 303), -> [5]
(303, 115), -> [1]
(112, 296), -> [1]
(288, 284), -> [2]
(341, 56), -> [9]
(57, 344), -> [3]
(344, 305), -> [1]
(325, 274), -> [7]
(83, 341), -> [6]
(56, 49), -> [7]
(262, 84), -> [21]
(114, 257), -> [13]
(263, 325), -> [6]
(257, 103), -> [2]
(268, 346), -> [5]
(272, 36), -> [7]
(36, 54), -> [2]
(264, 341), -> [11]
(56, 50), -> [9]
(327, 74), -> [2]
(74, 321), -> [11]
(352, 70), -> [7]
(101, 295), -> [1]
(295, 115), -> [6]
(279, 116), -> [1]
(348, 108), -> [4]
(272, 320), -> [6]
(68, 86), -> [2]
(86, 68), -> [2]
(117, 45), -> [1]
(45, 114), -> [3]
(114, 289), -> [4]
(289, 341), -> [5]
(56, 51), -> [6]
(268, 348), -> [13]
(283, 75), -> [4]
(75, 101), -> [33]
(32, 85), -> [24]
(85, 114), -> [9]
(114, 98), -> [7]
(270, 344), -> [2]
(344, 69), -> [9]
(69, 115), -> [3]
(112, 256), -> [5]
(256, 84), -> [21]
(272, 87), -> [3]
(258, 84), -> [18]
(57, 341), -> [5]
(56, 52), -> [8]
(283, 34), -> [12]
(268, 66), -> [5]
(56, 53), -> [9]
(101, 284), -> [8]
(348, 263), -> [8]
(112, 272), -> [7]
(272, 75), -> [4]
(75, 270), -> [12]
(121, 256), -> [11]
(56, 54), -> [9]
(327, 270), -> [2]
(114, 346), -> [14]
(338, 347), -> [1]
(319, 73), -> [3]
(109, 293), -> [3]
(293, 310), -> [2]
(310, 341), -> [17]
(56, 55), -> [11]
(266, 121), -> [5]
(260, 115), -> [6]
(279, 102), -> [14]
(56, 56), -> [6]
(258, 110), -> [5]
(344, 316), -> [2]
(271, 341), -> [6]
(279, 86), -> [3]
(260, 102), -> [7]
(67, 77), -> [31]
(84, 32), -> [8]
(331, 109), -> [3]
(271, 111), -> [7]
(100, 273), -> [27]
(273, 118), -> [3]
(288, 115), -> [9]
(272, 84), -> [10]
(84, 45), -> [3]
(45, 80), -> [10]
(268, 34), -> [11]
(57, 48), -> [11]
(50, 110), -> [4]
(258, 65), -> [7]
(268, 65), -> [10]
(292, 80), -> [6]
(341, 110), -> [2]
(283, 70), -> [4]
(268, 69), -> [3]
(278, 116), -> [32]
(263, 272), -> [8]
(272, 323), -> [8]
(288, 104), -> [2]
(57, 51), -> [10]
(279, 74), -> [1]
(111, 104), -> [14]
(104, 110), -> [16]
(289, 278), -> [2]
(278, 344), -> [5]
(34, 72), -> [5]
(72, 274), -> [14]
(274, 102), -> [3]
(102, 32), -> [32]
(351, 77), -> [5]
(273, 72), -> [8]
(72, 101), -> [21]
(116, 34), -> [6]
(66, 111), -> [24]
(111, 121), -> [18]
(121, 262), -> [4]
(262, 76), -> [8]
(256, 71), -> [11]
(71, 105), -> [14]
(262, 66), -> [15]
(272, 351), -> [9]
(331, 99), -> [8]
(57, 52), -> [10]
(91, 57), -> [4]
(57, 53), -> [9]
(266, 68), -> [16]
(68, 289), -> [7]
(289, 262), -> [20]
(351, 89), -> [1]
(260, 76), -> [4]
(32, 75), -> [18]
(108, 278), -> [6]
(278, 44), -> [3]
(57, 54), -> [8]
(275, 72), -> [8]
(148, 34), -> [2]
(321, 39), -> [5]
(39, 301), -> [3]
(108, 119), -> [6]
(119, 289), -> [7]
(263, 258), -> [5]
(258, 89), -> [3]
(260, 87), -> [5]
(87, 97), -> [9]
(72, 286), -> [6]
(97, 122), -> [20]
(122, 105), -> [6]
(265, 98), -> [25]
(288, 86), -> [3]
(86, 274), -> [4]
(344, 68), -> [8]
(68, 97), -> [38]
(107, 257), -> [20]
(87, 348), -> [3]
(338, 70), -> [9]
(121, 116), -> [6]
(274, 101), -> [3]
(348, 104), -> [10]
(67, 270), -> [12]
(57, 55), -> [20]
(327, 87), -> [5]
(266, 86), -> [6]
(260, 309), -> [1]
(309, 76), -> [1]
(57, 57), -> [12]
(279, 100), -> [2]
(266, 348), -> [10]
(320, 98), -> [2]
(262, 116), -> [5]
(67, 83), -> [2]
(83, 73), -> [3]
(73, 58), -> [1]
(290, 256), -> [2]
(110, 118), -> [5]
(298, 103), -> [2]
(279, 101), -> [2]
(339, 268), -> [3]
(268, 319), -> [5]
(83, 347), -> [2]
(114, 100), -> [3]
(273, 78), -> [8]
(78, 105), -> [6]
(266, 76), -> [7]
(101, 59), -> [5]
(260, 111), -> [3]
(109, 264), -> [28]
(48, 49), -> [8]
(48, 50), -> [8]
(48, 226), -> [3]
(52, 58), -> [2]
(319, 281), -> [4]
(281, 100), -> [16]
(338, 98), -> [8]
(50, 10), -> [3]
(65, 117), -> [172]
(103, 312), -> [164]
(34, 77), -> [10]
(77, 263), -> [7]
(256, 317), -> [10]
(354, 115), -> [9]
(278, 268), -> [17]
(274, 264), -> [3]
(53, 285), -> [67]
(285, 48), -> [43]
(48, 44), -> [21]
(97, 305), -> [11]
(112, 288), -> [10]
(288, 66), -> [10]
(272, 264), -> [4]
(256, 109), -> [27]
(279, 99), -> [11]
(100, 341), -> [14]
(339, 310), -> [3]
(325, 100), -> [7]
(116, 292), -> [20]
(292, 274), -> [3]
(273, 338), -> [12]
(339, 257), -> [3]
(32, 50), -> [54]
(56, 44), -> [1]
(110, 108), -> [4]
(111, 97), -> [11]
(105, 347), -> [12]
(344, 103), -> [4]
(110, 45), -> [1]
(45, 117), -> [1]
(310, 58), -> [6]
(58, 91), -> [1]
(258, 351), -> [8]
(351, 82), -> [1]
(34, 263), -> [4]
(260, 121), -> [2]
(261, 45), -> [1]
(279, 267), -> [3]
(111, 122), -> [1]
(122, 290), -> [2]
(32, 283), -> [5]
(283, 115), -> [6]
(262, 320), -> [10]
(121, 46), -> [3]
(352, 68), -> [4]
(342, 293), -> [1]
(293, 98), -> [6]
(101, 270), -> [13]
(34, 354), -> [14]
(291, 273), -> [34]
(351, 85), -> [4]
(85, 115), -> [4]
(101, 113), -> [7]
(288, 305), -> [8]
(283, 74), -> [5]
(71, 121), -> [2]
(121, 301), -> [3]
(301, 290), -> [8]
(290, 104), -> [2]
(97, 292), -> [2]
(292, 263), -> [6]
(52, 267), -> [2]
(50, 257), -> [5]
(278, 293), -> [2]
(293, 264), -> [2]
(279, 111), -> [1]
(283, 83), -> [5]
(119, 257), -> [8]
(275, 78), -> [11]
(41, 44), -> [16]
(258, 40), -> [10]
(49, 32), -> [49]
(41, 91), -> [1]
(49, 341), -> [4]
(49, 257), -> [11]
(279, 316), -> [2]
(268, 83), -> [7]
(266, 105), -> [16]
(34, 53), -> [1]
(296, 58), -> [4]
(266, 103), -> [2]
(289, 268), -> [6]
(275, 99), -> [11]
(273, 339), -> [5]
(264, 257), -> [34]
(344, 264), -> [2]
(256, 114), -> [8]
(289, 115), -> [5]
(119, 108), -> [5]
(283, 119), -> [6]
(107, 349), -> [13]
(349, 338), -> [4]
(107, 46), -> [2]
(10, 354), -> [9]
(260, 114), -> [2]
(32, 317), -> [10]
(117, 271), -> [250]
(319, 103), -> [7]
(264, 44), -> [4]
(327, 102), -> [2]
(119, 268), -> [6]
(268, 117), -> [2]
(114, 58), -> [1]
(352, 354), -> [1]
(354, 72), -> [12]
(72, 117), -> [15]
(71, 97), -> [15]
(353, 58), -> [1]
(34, 69), -> [5]
(349, 79), -> [4]
(79, 112), -> [10]
(83, 321), -> [12]
(100, 34), -> [19]
(257, 99), -> [14]
(45, 66), -> [2]
(66, 264), -> [5]
(256, 66), -> [16]
(259, 34), -> [8]
(275, 71), -> [13]
(87, 265), -> [6]
(283, 86), -> [3]
(292, 77), -> [14]
(338, 319), -> [6]
(71, 111), -> [21]
(265, 328), -> [7]
(328, 83), -> [4]
(103, 341), -> [5]
(66, 46), -> [2]
(46, 111), -> [2]
(111, 46), -> [2]
(46, 66), -> [2]
(66, 344), -> [1]
(257, 320), -> [9]
(50, 341), -> [7]
(268, 67), -> [5]
(264, 283), -> [11]
(75, 290), -> [8]
(273, 267), -> [7]
(345, 279), -> [4]
(275, 82), -> [3]
(268, 84), -> [6]
(114, 10), -> [1]
(51, 41), -> [8]
(114, 267), -> [19]
(257, 281), -> [6]
(100, 259), -> [16]
(319, 78), -> [5]
(32, 90), -> [6]
(90, 101), -> [6]
(274, 270), -> [3]
(100, 44), -> [5]
(53, 93), -> [23]
(292, 104), -> [4]
(327, 79), -> [8]
(79, 267), -> [4]
(349, 329), -> [1]
(329, 274), -> [1]
(324, 32), -> [2]
(65, 103), -> [9]
(263, 34), -> [2]
(75, 110), -> [10]
(87, 278), -> [9]
(321, 98), -> [6]
(34, 50), -> [2]
(50, 34), -> [2]
(267, 325), -> [9]
(325, 72), -> [7]
(72, 348), -> [14]
(348, 67), -> [5]
(266, 84), -> [20]
(34, 281), -> [3]
(300, 34), -> [1]
(275, 305), -> [10]
(279, 284), -> [1]
(257, 68), -> [28]
(68, 290), -> [4]
(290, 109), -> [1]
(73, 320), -> [3]
(85, 75), -> [6]
(75, 32), -> [3]
(50, 285), -> [91]
(285, 50), -> [144]
(50, 44), -> [1]
(319, 82), -> [6]
(348, 119), -> [7]
(262, 77), -> [6]
(97, 120), -> [8]
(319, 83), -> [14]
(301, 98), -> [2]
(291, 112), -> [5]
(291, 347), -> [8]
(268, 109), -> [11]
(319, 114), -> [8]
(108, 319), -> [4]
(257, 100), -> [5]
(98, 339), -> [1]
(339, 101), -> [15]
(100, 270), -> [6]
(82, 270), -> [17]
(100, 274), -> [3]
(351, 76), -> [2]
(349, 84), -> [15]
(258, 282), -> [4]
(266, 34), -> [10]
(34, 339), -> [1]
(339, 265), -> [3]
(265, 118), -> [12]
(118, 349), -> [17]
(114, 319), -> [3]
(319, 319), -> [1]
(49, 46), -> [9]
(46, 50), -> [6]
(274, 310), -> [6]
(348, 282), -> [4]
(75, 341), -> [1]
(271, 110), -> [22]
(292, 97), -> [11]
(260, 110), -> [2]
(263, 97), -> [21]
(54, 267), -> [3]
(41, 341), -> [8]
(105, 276), -> [15]
(276, 65), -> [1]
(273, 316), -> [1]
(257, 316), -> [3]
(51, 44), -> [4]
(102, 267), -> [11]
(120, 267), -> [4]
(354, 82), -> [6]
(352, 350), -> [2]
(273, 305), -> [1]
(80, 263), -> [5]
(263, 110), -> [33]
(258, 320), -> [5]
(288, 97), -> [4]
(271, 267), -> [3]
(327, 68), -> [3]
(68, 117), -> [12]
(262, 298), -> [1]
(275, 69), -> [5]
(272, 72), -> [11]
(83, 119), -> [6]
(70, 340), -> [1]
(340, 298), -> [7]
(264, 34), -> [5]
(264, 323), -> [4]
(275, 79), -> [3]
(276, 338), -> [1]
(338, 66), -> [7]
(275, 55), -> [1]
(49, 115), -> [4]
(266, 71), -> [3]
(268, 103), -> [1]
(266, 118), -> [4]
(283, 84), -> [7]
(119, 344), -> [2]
(104, 119), -> [1]
(273, 68), -> [7]
(68, 264), -> [12]
(264, 39), -> [17]
(39, 266), -> [17]
(257, 274), -> [1]
(325, 75), -> [2]
(262, 71), -> [8]
(66, 121), -> [2]
(288, 82), -> [3]
(264, 349), -> [4]
(340, 97), -> [15]
(73, 301), -> [1]
(263, 111), -> [5]
(111, 105), -> [18]
(288, 98), -> [3]
(344, 53), -> [1]
(32, 38), -> [8]
(319, 106), -> [2]
(111, 263), -> [13]
(263, 268), -> [12]
(268, 70), -> [2]
(108, 322), -> [2]
(322, 100), -> [2]
(100, 338), -> [9]
(338, 76), -> [6]
(76, 263), -> [6]
(273, 82), -> [6]
(83, 293), -> [1]
(293, 263), -> [7]
(260, 352), -> [3]
(111, 340), -> [16]
(340, 268), -> [1]
(320, 273), -> [2]
(288, 270), -> [2]
(76, 291), -> [4]
(291, 97), -> [13]
(327, 109), -> [1]
(116, 99), -> [2]
(325, 114), -> [5]
(288, 100), -> [1]
(100, 121), -> [17]
(354, 71), -> [28]
(115, 107), -> [14]
(275, 49), -> [1]
(53, 10), -> [1]
(52, 257), -> [13]
(118, 325), -> [14]
(256, 50), -> [35]
(339, 91), -> [1]
(288, 112), -> [5]
(262, 74), -> [2]
(263, 257), -> [22]
(73, 109), -> [6]
(82, 121), -> [5]
(121, 270), -> [7]
(100, 100), -> [20]
(105, 32), -> [14]
(80, 289), -> [5]
(289, 97), -> [1]
(105, 341), -> [1]
(263, 118), -> [8]
(342, 320), -> [2]
(320, 266), -> [2]
(45, 108), -> [2]
(327, 49), -> [5]
(55, 285), -> [88]
(285, 52), -> [52]
(319, 111), -> [5]
(56, 32), -> [12]
(83, 257), -> [5]
(325, 282), -> [4]
(352, 320), -> [9]
(116, 59), -> [2]
(59, 91), -> [14]
(109, 115), -> [9]
(87, 111), -> [2]
(34, 78), -> [11]
(82, 286), -> [5]
(270, 298), -> [10]
(354, 49), -> [8]
(53, 41), -> [3]
(260, 323), -> [1]
(260, 277), -> [6]
(32, 36), -> [11]
(36, 50), -> [4]
(305, 116), -> [3]
(292, 320), -> [3]
(265, 283), -> [1]
(352, 49), -> [1]
(344, 320), -> [4]
(275, 105), -> [4]
(352, 271), -> [2]
(314, 261), -> [32]
(331, 114), -> [3]
(276, 104), -> [2]
(272, 290), -> [3]
(298, 114), -> [5]
(347, 274), -> [8]
(274, 111), -> [7]
(102, 121), -> [8]
(257, 271), -> [2]
(271, 103), -> [5]
(117, 325), -> [1]
(100, 45), -> [8]
(115, 278), -> [11]
(278, 118), -> [23]
(118, 340), -> [11]
(256, 117), -> [5]
(275, 112), -> [9]
(105, 353), -> [13]
(340, 101), -> [10]
(349, 104), -> [10]
(272, 114), -> [5]
(121, 274), -> [3]
(274, 298), -> [2]
(298, 349), -> [13]
(122, 268), -> [12]
(283, 110), -> [1]
(278, 325), -> [5]
(349, 352), -> [5]
(288, 339), -> [5]
(45, 109), -> [3]
(264, 267), -> [7]
(265, 292), -> [2]
(292, 112), -> [9]
(265, 111), -> [7]
(258, 319), -> [4]
(319, 339), -> [8]
(32, 329), -> [1]
(329, 99), -> [1]
(99, 259), -> [2]
(259, 270), -> [1]
(110, 321), -> [9]
(273, 271), -> [7]
(319, 282), -> [3]
(320, 268), -> [2]
(352, 108), -> [3]
(275, 339), -> [1]
(331, 267), -> [1]
(262, 49), -> [4]
(352, 83), -> [8]
(80, 108), -> [6]
(325, 112), -> [7]
(347, 102), -> [3]
(55, 341), -> [2]
(344, 87), -> [7]
(258, 116), -> [1]
(116, 277), -> [5]
(277, 99), -> [4]
(276, 275), -> [3]
(275, 263), -> [2]
(292, 68), -> [2]
(68, 340), -> [3]
(67, 108), -> [18]
(120, 99), -> [7]
(272, 50), -> [1]
(53, 267), -> [2]
(267, 100), -> [1]
(101, 353), -> [6]
(76, 46), -> [3]
(46, 65), -> [2]
(65, 259), -> [2]
(259, 76), -> [3]
(268, 270), -> [2]
(120, 104), -> [1]
(283, 263), -> [3]
(349, 267), -> [7]
(287, 52), -> [5]
(52, 285), -> [65]
(285, 53), -> [115]
(32, 347), -> [1]
(265, 266), -> [6]
(283, 73), -> [6]
(339, 341), -> [5]
(354, 118), -> [1]
(301, 97), -> [10]
(56, 267), -> [1]
(54, 41), -> [3]
(292, 65), -> [12]
(266, 346), -> [2]
(278, 274), -> [9]
(260, 116), -> [2]
(108, 325), -> [9]
(325, 98), -> [2]
(122, 272), -> [1]
(340, 10), -> [3]
(272, 281), -> [7]
(325, 78), -> [2]
(68, 74), -> [1]
(74, 32), -> [1]
(67, 274), -> [12]
(274, 118), -> [4]
(118, 263), -> [9]
(271, 265), -> [9]
(262, 317), -> [19]
(262, 87), -> [22]
(291, 34), -> [4]
(325, 118), -> [4]
(262, 329), -> [2]
(329, 66), -> [1]
(66, 271), -> [7]
(272, 82), -> [2]
(105, 104), -> [6]
(97, 59), -> [4]
(112, 115), -> [17]
(262, 83), -> [21]
(83, 106), -> [1]
(106, 195), -> [1]
(195, 182), -> [1]
(182, 98), -> [1]
(112, 265), -> [128]
(265, 108), -> [115]
(54, 257), -> [4]
(121, 265), -> [12]
(351, 75), -> [2]
(312, 34), -> [6]
(32, 331), -> [1]
(320, 102), -> [11]
(352, 104), -> [22]
(112, 298), -> [8]
(268, 331), -> [1]
(346, 292), -> [3]
(290, 45), -> [3]
(45, 280), -> [1]
(280, 256), -> [1]
(256, 75), -> [4]
(75, 105), -> [7]
(75, 271), -> [4]
(268, 118), -> [4]
(351, 282), -> [13]
(319, 87), -> [2]
(99, 312), -> [8]
(312, 115), -> [7]
(273, 346), -> [3]
(104, 268), -> [6]
(266, 331), -> [2]
(338, 34), -> [7]
(34, 98), -> [5]
(284, 34), -> [2]
(347, 296), -> [1]
(288, 69), -> [5]
(84, 286), -> [10]
(120, 45), -> [3]
(260, 320), -> [3]
(119, 121), -> [8]
(116, 314), -> [112]
(272, 77), -> [9]
(77, 270), -> [14]
(98, 319), -> [1]
(319, 76), -> [5]
(260, 97), -> [5]
(258, 97), -> [3]
(77, 65), -> [20]
(272, 90), -> [1]
(90, 289), -> [1]
(289, 110), -> [4]
(77, 274), -> [9]
(275, 106), -> [1]
(263, 266), -> [3]
(87, 270), -> [8]
(110, 338), -> [8]
(349, 68), -> [1]
(68, 271), -> [3]
(107, 278), -> [20]
(278, 58), -> [6]
(328, 77), -> [2]
(279, 80), -> [12]
(55, 315), -> [2]
(315, 354), -> [4]
(268, 68), -> [4]
(77, 117), -> [12]
(301, 278), -> [4]
(32, 106), -> [4]
(75, 89), -> [1]
(89, 71), -> [1]
(71, 79), -> [1]
(79, 45), -> [1]
(45, 70), -> [5]
(70, 77), -> [1]
(77, 257), -> [1]
(283, 100), -> [1]
(103, 349), -> [13]
(349, 317), -> [3]
(351, 293), -> [1]
(293, 112), -> [12]
(259, 70), -> [3]
(70, 321), -> [9]
(331, 263), -> [1]
(120, 117), -> [10]
(117, 274), -> [7]
(267, 257), -> [9]
(338, 264), -> [1]
(260, 104), -> [3]
(329, 115), -> [1]
(105, 292), -> [24]
(338, 97), -> [4]
(266, 85), -> [5]
(268, 284), -> [2]
(327, 281), -> [6]
(48, 285), -> [52]
(285, 55), -> [75]
(55, 44), -> [2]
(82, 38), -> [2]
(38, 66), -> [2]
(66, 257), -> [1]
(69, 68), -> [3]
(68, 77), -> [2]
(77, 341), -> [1]
(281, 118), -> [26]
(119, 262), -> [20]
(275, 267), -> [2]
(293, 349), -> [3]
(351, 102), -> [3]
(279, 85), -> [2]
(310, 91), -> [1]
(319, 305), -> [2]
(75, 257), -> [1]
(319, 67), -> [7]
(34, 46), -> [1]
(46, 46), -> [5]
(46, 281), -> [1]
(116, 63), -> [2]
(63, 34), -> [2]
(258, 71), -> [6]
(325, 69), -> [5]
(69, 258), -> [8]
(278, 270), -> [6]
(320, 41), -> [1]
(34, 68), -> [5]
(68, 101), -> [49]
(340, 347), -> [6]
(347, 101), -> [17]
(57, 49), -> [9]
(57, 50), -> [10]
(117, 111), -> [3]
(83, 117), -> [23]
(344, 34), -> [5]
(353, 117), -> [5]
(65, 77), -> [11]
(270, 257), -> [47]
(114, 112), -> [18]
(325, 87), -> [3]
(331, 293), -> [1]
(98, 271), -> [3]
(36, 51), -> [2]
(53, 46), -> [1]
(46, 55), -> [1]
(100, 277), -> [8]
(261, 58), -> [2]
(292, 277), -> [2]
(85, 110), -> [29]
(115, 292), -> [8]
(321, 112), -> [9]
(112, 59), -> [1]
(273, 281), -> [12]
(283, 104), -> [15]
(351, 105), -> [2]
(110, 264), -> [2]
(264, 45), -> [4]
(291, 298), -> [2]
(262, 271), -> [12]
(327, 86), -> [4]
(111, 120), -> [16]
(268, 105), -> [4]
(338, 104), -> [3]
(116, 109), -> [12]
(266, 317), -> [2]
(274, 257), -> [7]
(348, 34), -> [6]
(34, 102), -> [7]
(260, 317), -> [1]
(268, 316), -> [2]
(288, 68), -> [8]
(257, 76), -> [38]
(266, 50), -> [74]
(51, 285), -> [95]
(285, 57), -> [129]
(310, 105), -> [7]
(349, 65), -> [6]
(76, 321), -> [5]
(321, 105), -> [4]
(301, 257), -> [4]
(107, 310), -> [8]
(319, 74), -> [5]
(327, 76), -> [5]
(32, 53), -> [10]
(105, 265), -> [1]
(319, 293), -> [5]
(263, 298), -> [5]
(91, 261), -> [3]
(261, 51), -> [1]
(101, 33), -> [6]
(33, 34), -> [4]
(352, 67), -> [10]
(274, 109), -> [4]
(261, 52), -> [1]
(45, 52), -> [4]
(34, 44), -> [6]
(310, 117), -> [2]
(114, 103), -> [17]
(257, 284), -> [2]
(261, 53), -> [2]
(275, 119), -> [4]
(261, 54), -> [3]
(319, 274), -> [2]
(349, 101), -> [1]
(275, 54), -> [5]
(261, 341), -> [3]
(261, 55), -> [2]
(292, 69), -> [1]
(69, 102), -> [1]
(102, 342), -> [5]
(319, 86), -> [1]
(283, 71), -> [5]
(258, 271), -> [2]
(338, 118), -> [6]
(261, 56), -> [1]
(325, 76), -> [4]
(256, 293), -> [1]
(288, 116), -> [4]
(272, 83), -> [11]
(272, 66), -> [5]
(256, 346), -> [2]
(261, 57), -> [2]
(258, 98), -> [3]
(117, 273), -> [2]
(258, 264), -> [1]
(264, 108), -> [9]
(273, 274), -> [3]
(120, 284), -> [1]
(284, 270), -> [8]
(103, 268), -> [12]
(283, 101), -> [1]
(110, 341), -> [1]
(349, 109), -> [3]
(66, 286), -> [1]
(286, 98), -> [11]
(98, 274), -> [4]
(274, 117), -> [2]
(114, 263), -> [9]
(263, 338), -> [10]
(320, 119), -> [7]
(76, 108), -> [2]
(121, 258), -> [3]
(258, 87), -> [10]
(98, 98), -> [10]
(292, 67), -> [8]
(67, 347), -> [10]
(347, 262), -> [4]
(45, 110), -> [1]
(268, 330), -> [1]
(71, 104), -> [2]
(354, 100), -> [1]
(32, 284), -> [5]
(284, 114), -> [1]
(340, 108), -> [2]
(70, 310), -> [1]
(274, 341), -> [2]
(80, 117), -> [14]
(325, 71), -> [3]
(272, 49), -> [8]
(54, 45), -> [1]
(67, 79), -> [3]
(79, 86), -> [3]
(86, 73), -> [3]
(73, 68), -> [5]
(68, 45), -> [3]
(293, 340), -> [5]
(261, 257), -> [7]
(339, 272), -> [13]
(68, 310), -> [8]
(115, 110), -> [10]
(279, 350), -> [4]
(273, 50), -> [177]
(50, 261), -> [1]
(112, 98), -> [3]
(319, 271), -> [1]
(327, 69), -> [4]
(69, 97), -> [10]
(349, 99), -> [5]
(352, 85), -> [2]
(347, 115), -> [5]
(273, 73), -> [3]
(73, 115), -> [9]
(288, 71), -> [3]
(349, 97), -> [5]
(51, 114), -> [3]
(319, 338), -> [5]
(348, 261), -> [3]
(261, 344), -> [1]
(261, 226), -> [1]
(51, 58), -> [3]
(281, 45), -> [7]
(319, 77), -> [7]
(119, 296), -> [4]
(40, 302), -> [23]
(264, 41), -> [26]
(268, 274), -> [5]
(273, 34), -> [2]
(41, 34), -> [2]
(288, 330), -> [1]
(330, 319), -> [1]
(351, 338), -> [6]
(40, 49), -> [11]
(263, 117), -> [4]
(288, 72), -> [2]
(109, 257), -> [12]
(266, 77), -> [12]
(111, 91), -> [1]
(344, 116), -> [1]
(290, 267), -> [4]
(49, 297), -> [80]
(297, 50), -> [187]
(265, 122), -> [5]
(112, 91), -> [2]
(327, 115), -> [4]
(98, 268), -> [13]
(114, 339), -> [5]
(351, 346), -> [1]
(256, 118), -> [6]
(118, 97), -> [20]
(97, 265), -> [36]
(265, 321), -> [9]
(45, 100), -> [6]
(72, 97), -> [20]
(122, 101), -> [9]
(34, 75), -> [3]
(97, 34), -> [5]
(279, 110), -> [1]
(325, 86), -> [2]
(40, 34), -> [2]
(34, 41), -> [2]
(276, 66), -> [1]
(271, 226), -> [2]
(273, 55), -> [23]
(55, 297), -> [46]
(297, 51), -> [271]
(114, 338), -> [5]
(338, 83), -> [11]
(320, 105), -> [4]
(115, 270), -> [3]
(45, 101), -> [4]
(48, 259), -> [2]
(51, 344), -> [3]
(340, 44), -> [2]
(340, 59), -> [2]
(45, 290), -> [1]
(290, 258), -> [6]
(258, 305), -> [3]
(349, 40), -> [13]
(57, 285), -> [68]
(41, 59), -> [5]
(325, 271), -> [4]
(270, 101), -> [5]
(273, 284), -> [3]
(116, 347), -> [7]
(115, 263), -> [9]
(76, 353), -> [3]
(353, 263), -> [3]
(325, 85), -> [2]
